--[[ KHENGIE v10.2 EXTREME | 1000 layers | 3x multi-pass ]]
      Pabipotavefeqi=(((Pabipotavefeqi<<1)|(Pabipotavefeqi>>>7))&255)
      Mukehuwekis=bit32.bxor(Mukehuwekis,182)
      Cadebo=Cadebo+237
      Jahivedododo=(((Jahivedododo<<5)|(Jahivedododo>>>3))&255)
      Pujazijused=(Pujazijused+5)
      Moyudekavizehoni=(((Moyudekavizehoni<<5)|(Moyudekavizehoni>>>3))&255)
      Ninecazeroliz=bit32.bxor(Ninecazeroliz,22)
      Qoropoka=Qoropoka+112
      Dejami=(Dejami+206)
      Yuxokef=(((Yuxokef<<5)|(Yuxokef>>>3))&255)
      Dejowug=bit32.bxor(Dejowug,135)
      Hizuderosi=Hizuderosi+220
      Baxizesifo=(Baxizesifo+70)
      Watilolurezuc=(((Watilolurezuc<<7)|(Watilolurezuc>>>1))&255)
      Nayahecumabetayi=Nayahecumabetayi+137
      Tadaxobugopit=bit32.bxor(Tadaxobugopit,223)
      Muluhosafomi=Muluhosafomi+59
      Mavofini=(Mavofini+108)
      Putaxujeqasa=(((Putaxujeqasa<<7)|(Putaxujeqasa>>>1))&255)
      Micuzilasewid=bit32.bxor(Micuzilasewid,16)
      Doteqebujufo=Doteqebujufo+80
      Kutivucozen=(Kutivucozen+238)
      Dokukonavoma=(((Dokukonavoma<<2)|(Dokukonavoma>>>6))&255)
      Kagoxemeqifuk=bit32.bxor(Kagoxemeqifuk,174)
      Yekedocusovu=Yekedocusovu+27
      Merefuj=bit32.bxor(Merefuj,16)
      Zisilep=(Zisilep+193)
      Sanayezof=(((Sanayezof<<0)|(Sanayezof>>>8))&255)
      Wiqenaromuresowi=bit32.bxor(Wiqenaromuresowi,188)
      Hahozigucikaku=Hahozigucikaku+69
      Xevajadoboxicuc=(Xevajadoboxicuc+114)
      Fawokidivulaw=(((Fawokidivulaw<<5)|(Fawokidivulaw>>>3))&255)
      Socitobituk=bit32.bxor(Socitobituk,82)
      Kowihunerahikabu=Kowihunerahikabu+31
      Yebowehojac=(Yebowehojac+119)
      Cojilelif=(((Cojilelif<<1)|(Cojilelif>>>7))&255)
      Xezaguk=Xezaguk+217
      Dihafaxinocebani=bit32.bxor(Dihafaxinocebani,161)
      Fatayof=Fatayof+21
      Cayanobinu=(Cayanobinu+201)
      Cixoloquj=(((Cixoloquj<<1)|(Cixoloquj>>>7))&255)
      Wivanuc=bit32.bxor(Wivanuc,57)
      Nejixoveloriquca=Nejixoveloriquca+148
      Wupejeb=(Wupejeb+126)
      Jehajihi=(((Jehajihi<<5)|(Jehajihi>>>3))&255)
      Nocepeceqadab=bit32.bxor(Nocepeceqadab,214)
      Botuhihovejerog=Botuhihovejerog+73
      Zinehixiyuku=bit32.bxor(Zinehixiyuku,124)
      Sarulahopay=(Sarulahopay+154)
      Dosumiha=(((Dosumiha<<2)|(Dosumiha>>>6))&255)
      Jukora=bit32.bxor(Jukora,245)
      Modiwelu=Modiwelu+43
      Dofufu=(Dofufu+48)
      Tagurohah=(((Tagurohah<<2)|(Tagurohah>>>6))&255)
      Honosi=bit32.bxor(Honosi,58)
      Xumesufo=Xumesufo+229
      Qituyerobu=(Qituyerobu+192)
      Romukum=(((Romukum<<5)|(Romukum>>>3))&255)
      Ducunusaqomur=bit32.bxor(Ducunusaqomur,25)
      Cuvapaterahaja=bit32.bxor(Cuvapaterahaja,79)
      Merosixodose=Merosixodose+115
      Fuvahidumofademe=(Fuvahidumofademe+75)
      Luciwuxiwihoxab=(((Luciwuxiwihoxab<<3)|(Luciwuxiwihoxab>>>5))&255)
      Pexixuxafe=bit32.bxor(Pexixuxafe,35)
      Buruxu=Buruxu+125
      Pumexe=(Pumexe+142)
      Wecisaceq=(((Wecisaceq<<2)|(Wecisaceq>>>6))&255)
      Bunixopup=bit32.bxor(Bunixopup,159)
      Hasehiyibagajol=Hasehiyibagajol+84
      Yukenehoxir=(((Yukenehoxir<<7)|(Yukenehoxir>>>1))&255)
      Ticavihe=(Ticavihe+151)
      Yivoli=(((Yivoli<<5)|(Yivoli>>>3))&255)
      Jawazakopako=bit32.bxor(Jawazakopako,20)
      Tamupexuhejuyiva=Tamupexuhejuyiva+247
      Yobavumofu=(Yobavumofu+135)
      Motabu=(((Motabu<<5)|(Motabu>>>3))&255)
      Boregupes=bit32.bxor(Boregupes,160)
      Hukewedomogebaq=Hukewedomogebaq+137
      Ledexiwi=(Ledexiwi+157)
      Fomulogozo=(((Fomulogozo<<0)|(Fomulogozo>>>8))&255)
      Suqolup=bit32.bxor(Suqolup,140)
      Zuqopuxedaho=bit32.bxor(Zuqopuxedaho,216)
      Silajawezoku=Silajawezoku+245
      Bowoyiseweg=(Bowoyiseweg+179)
      Kozibe=(((Kozibe<<4)|(Kozibe>>>4))&255)
      Qajete=bit32.bxor(Qajete,143)
      Jevahaqot=Jevahaqot+160
      Honaxuhazixemimo=(Honaxuhazixemimo+65)
      Catugigunaku=(((Catugigunaku<<4)|(Catugigunaku>>>4))&255)
      Judixo=bit32.bxor(Judixo,221)
      Gudujepen=Gudujepen+58
      Nusopoyofi=Nusopoyofi+139
      Tehuxeqaxagaqovi=(Tehuxeqaxagaqovi+160)
      Gayobederel=(((Gayobederel<<4)|(Gayobederel>>>4))&255)
      Nihebovuhoj=bit32.bxor(Nihebovuhoj,191)
      Yizayiq=Yizayiq+36
      Jebeliyujolapa=(Jebeliyujolapa+206)
      Pabolovap=(((Pabolovap<<0)|(Pabolovap>>>8))&255)
      Yazekariyix=bit32.bxor(Yazekariyix,62)
      Risuqepekiwexi=Risuqepekiwexi+250
      Lecowokaji=(Lecowokaji+128)
      Doyuyemuz=(((Doyuyemuz<<0)|(Doyuyemuz>>>8))&255)
      Qezixatuwuwajav=(Qezixatuwuwajav+178)
      Hutehoxoyoba=bit32.bxor(Hutehoxoyoba,28)
      Pezazovi=Pezazovi+129
      Buzelefosaxowo=(Buzelefosaxowo+156)
      Bijibuyifereki=(((Bijibuyifereki<<5)|(Bijibuyifereki>>>3))&255)
      Laxuzepavoyor=bit32.bxor(Laxuzepavoyor,218)
      Heqejunuqonu=Heqejunuqonu+195
      Fejisuwatoqo=(Fejisuwatoqo+188)
      Viluxofajohog=(((Viluxofajohog<<5)|(Viluxofajohog>>>3))&255)
      Fokaxiluyuqafa=bit32.bxor(Fokaxiluyuqafa,108)
      Govetalar=Govetalar+184
      Wotosuca=bit32.bxor(Wotosuca,150)
      Hotayacadipul=(Hotayacadipul+250)
      Cibawosoq=(((Cibawosoq<<7)|(Cibawosoq>>>1))&255)
      Vuhewinelu=bit32.bxor(Vuhewinelu,99)
      Xumakitehi=Xumakitehi+158
      Mohuta=(Mohuta+138)
      Qecaqo=(((Qecaqo<<3)|(Qecaqo>>>5))&255)
      Putebonizur=bit32.bxor(Putebonizur,149)
      Tuxusapugixecon=Tuxusapugixecon+50
      Turuxasi=(Turuxasi+149)
      Tiloligaqimegebi=(((Tiloligaqimegebi<<6)|(Tiloligaqimegebi>>>2))&255)
      Miwaligabic=(((Miwaligabic<<6)|(Miwaligabic>>>2))&255)
      Jemicuqoye=bit32.bxor(Jemicuqoye,146)
      Qahidata=Qahidata+32
      Duzogologeveqe=(Duzogologeveqe+78)
      Zucenehor=(((Zucenehor<<6)|(Zucenehor>>>2))&255)
      Cuhubovodivo=bit32.bxor(Cuhubovodivo,112)
      Gomude=Gomude+88
      Pilalidefi=(Pilalidefi+46)
      Woxuxixag=(((Woxuxixag<<3)|(Woxuxixag>>>5))&255)
      Soyihiqaferoluf=bit32.bxor(Soyihiqaferoluf,126)
      Cirogefulan=Cirogefulan+188
      Kivalocoxavosoj=Kivalocoxavosoj+97
      Hitefihoburavi=(Hitefihoburavi+183)
      Sutiwubuc=(((Sutiwubuc<<6)|(Sutiwubuc>>>2))&255)
      Dezowus=bit32.bxor(Dezowus,169)
      Muxudaquli=Muxudaquli+73
      Dofecati=(Dofecati+202)
      Kuhakowojiwoxa=(((Kuhakowojiwoxa<<3)|(Kuhakowojiwoxa>>>5))&255)
      Fedadojucihul=bit32.bxor(Fedadojucihul,56)
      Hegogapululinay=Hegogapululinay+229
      Xayuqe=(Xayuqe+95)
      Lefobazerexicala=(((Lefobazerexicala<<7)|(Lefobazerexicala>>>1))&255)
      Zadetigefafihaha=(((Zadetigefafihaha>>>7)|(Zadetigefafihaha<<1))&255)
      Doqehaconazogar=bit32.bxor(Doqehaconazogar,45)
      Garuziko=Garuziko+228
      Zigixo=(Zigixo+194)
      Kepohoqekepi=(((Kepohoqekepi<<5)|(Kepohoqekepi>>>3))&255)
      Qumukibut=bit32.bxor(Qumukibut,97)
      Dukejiw=Dukejiw+43
      Faficuwubume=(Faficuwubume+181)
      Diwizidohejuxo=(((Diwizidohejuxo<<4)|(Diwizidohejuxo>>>4))&255)
      Tesaqobak=bit32.bxor(Tesaqobak,145)
      Tizexezenovivoyo=Tizexezenovivoyo+181
      Numoniyikogur=(Numoniyikogur-139)
      Ficisagod=(Ficisagod+219)
      Hasixace=(((Hasixace<<7)|(Hasixace>>>1))&255)
      Daburewegixiqove=bit32.bxor(Daburewegixiqove,44)
      Yafuyelepu=Yafuyelepu+194
      Nunoferakagoxej=(Nunoferakagoxej+95)
      Xexunozivedoc=(((Xexunozivedoc<<3)|(Xexunozivedoc>>>5))&255)
      Miliyafequgo=bit32.bxor(Miliyafequgo,69)
      Tayupijife=Tayupijife+164
      Xebikuvafax=(Xebikuvafax+151)
      Lujumexavuvo=(((Lujumexavuvo<<0)|(Lujumexavuvo>>>8))&255)
      Zaqacubomu=bit32.bxor(Zaqacubomu,51)
      Doqeramibudix=bit32.bxor(Doqeramibudix,121)
      Govonewomuvum=Govonewomuvum+179
      Qucuposadajikur=(Qucuposadajikur+194)
      Zovejanocabameso=(((Zovejanocabameso<<5)|(Zovejanocabameso>>>3))&255)
      Lucunowig=bit32.bxor(Lucunowig,124)
      Duyeyijumigu=Duyeyijumigu+154
      Mewopuzorum=(Mewopuzorum+59)
      Wadiwexuhus=(((Wadiwexuhus<<1)|(Wadiwexuhus>>>7))&255)
      Xehutebobuditev=bit32.bxor(Xehutebobuditev,177)
      Kimizot=Kimizot+217
      Qovexuneq=(Qovexuneq+74)
      Junihiculadoz=(Junihiculadoz+72)
      Sogebehamiromeq=(((Sogebehamiromeq<<6)|(Sogebehamiromeq>>>2))&255)
      Zewoweqozi=bit32.bxor(Zewoweqozi,97)
      Mugoruqilejo=Mugoruqilejo+245
      Gutevuyisevoza=(Gutevuyisevoza+133)
      Tejomu=(((Tejomu<<2)|(Tejomu>>>6))&255)
      Qojutenakosela=bit32.bxor(Qojutenakosela,113)
      Yayadavifenor=Yayadavifenor+168
      Pudowefuvuze=(Pudowefuvuze+239)
      Ragugizoze=(((Ragugizoze<<6)|(Ragugizoze>>>2))&255)
      Ripikuyilazuxasi=Ripikuyilazuxasi-222
      Gukufego=bit32.bxor(Gukufego,179)
      Cevuwuqifecix=Cevuwuqifecix+83
      Lakibawemufegek=(Lakibawemufegek+214)
      Xohovanufeh=(((Xohovanufeh<<6)|(Xohovanufeh>>>2))&255)
      Bizeqaqup=bit32.bxor(Bizeqaqup,34)
      Nifinekunowux=Nifinekunowux+237
      Zoqaxob=(Zoqaxob+249)
      Qivitasexope=(((Qivitasexope<<0)|(Qivitasexope>>>8))&255)
      Hoxozaqute=bit32.bxor(Hoxozaqute,197)
      Jipiyilu=Jipiyilu+194
      Dotarilu=(Dotarilu+135)
      Kuyuzek=(Kuyuzek+186)
      Sapisemevimesub=(((Sapisemevimesub<<2)|(Sapisemevimesub>>>6))&255)
      Qowesedigidiqih=bit32.bxor(Qowesedigidiqih,143)
      Legawuyiq=Legawuyiq+206
      Xipuvalo=(Xipuvalo+221)
      Zuvuhumomavukoh=(((Zuvuhumomavukoh<<3)|(Zuvuhumomavukoh>>>5))&255)
      Kububuzuye=bit32.bxor(Kububuzuye,189)
      Voximahaxit=Voximahaxit+40
      Vaqevo=(Vaqevo+182)
      Migikog=(((Migikog<<6)|(Migikog>>>2))&255)
      Deqejizogebedoj=(((Deqejizogebedoj<<0)|(Deqejizogebedoj>>>8))&255)
      Dovurora=bit32.bxor(Dovurora,176)
      Ficowawa=Ficowawa+174
      Habojujuj=(Habojujuj+133)
      Gajosasarituj=(((Gajosasarituj<<2)|(Gajosasarituj>>>6))&255)
      Jasikebulayiha=bit32.bxor(Jasikebulayiha,114)
      Yobehacodune=Yobehacodune+119
      Siganineq=(Siganineq+84)
      Xabusamupehagi=(((Xabusamupehagi<<1)|(Xabusamupehagi>>>7))&255)
      Nixebujico=bit32.bxor(Nixebujico,197)
      Nofavasa=Nofavasa+157
      Fagojiwarad=(((Fagojiwarad>>>1)|(Fagojiwarad<<7))&255)
      Ponoqiforipato=(Ponoqiforipato+29)
      Pohudizo=(((Pohudizo<<0)|(Pohudizo>>>8))&255)
      Hizixukoduru=bit32.bxor(Hizixukoduru,133)
      Bumijejofi=Bumijejofi+40
      Wunefa=(Wunefa+93)
      Sefagegatasawuq=(((Sefagegatasawuq<<1)|(Sefagegatasawuq>>>7))&255)
      Catubudomen=bit32.bxor(Catubudomen,143)
      Vorucidiqid=Vorucidiqid+75
      Qodimekacen=(Qodimekacen+35)
      Wetovapimo=(((Wetovapimo<<7)|(Wetovapimo>>>1))&255)
      Zonetagumaxi=Zonetagumaxi-43
      Nunocejozulagag=bit32.bxor(Nunocejozulagag,245)
      Vepigaxo=Vepigaxo+145
      Wivayu=(Wivayu+217)
      Yamude=(((Yamude<<6)|(Yamude>>>2))&255)
      Zosuqoqepunodazu=bit32.bxor(Zosuqoqepunodazu,251)
      Fitevuzejutola=Fitevuzejutola+215
      Petigaqomogowa=(Petigaqomogowa+253)
      Ligaka=(((Ligaka<<5)|(Ligaka>>>3))&255)
      Vejuxabiburi=bit32.bxor(Vejuxabiburi,90)
      Terebi=Terebi+24
      Zalaxozizedozid=Zalaxozizedozid+239
      Nixogeposumovu=(Nixogeposumovu+96)
      Hamowo=(((Hamowo<<2)|(Hamowo>>>6))&255)
      Juxegiboxag=bit32.bxor(Juxegiboxag,218)
      Voripiyujuniqax=Voripiyujuniqax+23
      Vimazirimipivi=(Vimazirimipivi+73)
      Fimulo=(((Fimulo<<7)|(Fimulo>>>1))&255)
      Sofujeqelurugow=bit32.bxor(Sofujeqelurugow,167)
      Vometeqar=Vometeqar+65
      Fiyeqaw=(Fiyeqaw+66)
      Xegoxopo=(((Xegoxopo<<4)|(Xegoxopo>>>4))&255)
      Nevuwujisucufaba=bit32.bxor(Nevuwujisucufaba,70)
      Rutuwexor=bit32.bxor(Rutuwexor,13)
      Casawukesinekepo=Casawukesinekepo+223
      Qepuhijumifikeka=(Qepuhijumifikeka+233)
      Yopopemude=(((Yopopemude<<7)|(Yopopemude>>>1))&255)
      Gonokucubal=bit32.bxor(Gonokucubal,55)
      Webuwokixubaqe=Webuwokixubaqe+244
      Qeheweju=(Qeheweju+11)
      Hejavigahat=(((Hejavigahat<<1)|(Hejavigahat>>>7))&255)
      Najiyateji=bit32.bxor(Najiyateji,251)
      Hisopude=Hisopude+63
      Pigohic=(((Pigohic<<5)|(Pigohic>>>3))&255)
      Musawawu=(Musawawu+94)
      Pukomo=(((Pukomo<<7)|(Pukomo>>>1))&255)
      Filurosepovobos=bit32.bxor(Filurosepovobos,54)
      Xutuwaxi=Xutuwaxi+57
      Natenufutog=(Natenufutog+194)
      Puribatatozubuzu=(((Puribatatozubuzu<<6)|(Puribatatozubuzu>>>2))&255)
      Qoyeceqagiluh=bit32.bxor(Qoyeceqagiluh,192)
      Tujesoqucu=Tujesoqucu+60
      Pevexuk=(Pevexuk+197)
      Rusiqotigaqazel=(((Rusiqotigaqazel<<5)|(Rusiqotigaqazel>>>3))&255)
      Lotabex=Lotabex+99
      Sayefotita=bit32.bxor(Sayefotita,123)
      Zotesanu=Zotesanu+197
      Nofoweyosidinedo=(Nofoweyosidinedo+63)
      Jiraridixi=(((Jiraridixi<<2)|(Jiraridixi>>>6))&255)
      Cokupore=bit32.bxor(Cokupore,192)
      Yeqarixeveto=Yeqarixeveto+147
      Ziqoxilo=(Ziqoxilo+162)
      Pukusedari=(((Pukusedari<<4)|(Pukusedari>>>4))&255)
      Hemumaquy=bit32.bxor(Hemumaquy,161)
      Pulogiqopigi=Pulogiqopigi+22
      Qerinezowebej=Qerinezowebej+28
      Wavogeyas=(Wavogeyas+67)
      Fayazexil=(((Fayazexil<<6)|(Fayazexil>>>2))&255)
      Cejoqahili=bit32.bxor(Cejoqahili,34)
      Tezoco=Tezoco+174
      Rafifulijekajos=(Rafifulijekajos+96)
      Rehavev=(((Rehavev<<3)|(Rehavev>>>5))&255)
      Mujobemedo=bit32.bxor(Mujobemedo,250)
      Gucivocalureha=Gucivocalureha+133
      Jucunarijepovo=(Jucunarijepovo+69)
      Rudeyexuzu=(((Rudeyexuzu<<2)|(Rudeyexuzu>>>6))&255)
      Gogodusacoderi=bit32.bxor(Gogodusacoderi,239)
      Gojopejakam=bit32.bxor(Gojopejakam,146)
      Jemamugimof=Jemamugimof+60
      Seroju=(Seroju+35)
      Xefucojizi=(((Xefucojizi<<7)|(Xefucojizi>>>1))&255)
      Xidepufawi=bit32.bxor(Xidepufawi,145)
      Tebihafut=Tebihafut+246
      Sexugudekaxariz=(Sexugudekaxariz+69)
      Hazuqiz=(((Hazuqiz<<0)|(Hazuqiz>>>8))&255)
      Jufaherabos=bit32.bxor(Jufaherabos,25)
      Wurufifihuti=Wurufifihuti+239
      Wuyoxomatex=(((Wuyoxomatex<<2)|(Wuyoxomatex>>>6))&255)
      Lenocehowulit=(Lenocehowulit+144)
      Saqejijex=(((Saqejijex<<1)|(Saqejijex>>>7))&255)
      Mopuyujapiq=bit32.bxor(Mopuyujapiq,14)
      Yihipixi=Yihipixi+135
      Wafomiqicuric=(Wafomiqicuric+46)
      Zajuwiwuham=(((Zajuwiwuham<<2)|(Zajuwiwuham>>>6))&255)
      Mutudafegodeyuy=bit32.bxor(Mutudafegodeyuy,208)
      Jadipusojunor=Jadipusojunor+46
      Jenisep=(Jenisep+246)
      Vobowi=(((Vobowi<<3)|(Vobowi>>>5))&255)
      Cexebikoluyupa=(Cexebikoluyupa-214)
      Suxobivi=bit32.bxor(Suxobivi,167)
      Cesumuyogukileci=Cesumuyogukileci+150
      Subahonoyoxafi=(Subahonoyoxafi+135)
      Hodasofora=(((Hodasofora<<5)|(Hodasofora>>>3))&255)
      Junutekuta=bit32.bxor(Junutekuta,218)
      Faxewiz=Faxewiz+149
      Bacetujet=(Bacetujet+135)
      Saluxiwutoxaxuga=(((Saluxiwutoxaxuga<<1)|(Saluxiwutoxaxuga>>>7))&255)
      Sakuqucoz=bit32.bxor(Sakuqucoz,49)
      Xijumajuna=Xijumajuna+138
      Kocogirofox=bit32.bxor(Kocogirofox,70)
      Qocenuy=(Qocenuy+115)
      Fohejofisikuto=(((Fohejofisikuto<<4)|(Fohejofisikuto>>>4))&255)
      Quciqosozigete=bit32.bxor(Quciqosozigete,76)
      Zamugojemucise=Zamugojemucise+237
      Ramafaketaqi=(Ramafaketaqi+38)
      Lifaqu=(((Lifaqu<<6)|(Lifaqu>>>2))&255)
      Vuvaxek=bit32.bxor(Vuvaxek,65)
      Moyosimazog=Moyosimazog+54
      Jaseganido=(Jaseganido+122)
      Demuxijinovob=(((Demuxijinovob<<7)|(Demuxijinovob>>>1))&255)
      Cukusafolu=bit32.bxor(Cukusafolu,200)
      Gopovolef=bit32.bxor(Gopovolef,30)
      Buloqiwicujuc=Buloqiwicujuc+238
      Zigobaxel=(Zigobaxel+217)
      Belotad=(((Belotad<<7)|(Belotad>>>1))&255)
      Sijuzaqolapurado=bit32.bxor(Sijuzaqolapurado,59)
      Qiqeyozoyohi=Qiqeyozoyohi+39
      Xoxesukarafim=(Xoxesukarafim+125)
      Toyehewuha=(((Toyehewuha<<6)|(Toyehewuha>>>2))&255)
      Ditakemegum=bit32.bxor(Ditakemegum,155)
      Quciciwuqexucu=Quciciwuqexucu+213
      Zejuxi=Zejuxi-197
      Payizesu=(Payizesu+174)
      Puvubeva=(((Puvubeva<<5)|(Puvubeva>>>3))&255)
      Xozilugafikutiqe=bit32.bxor(Xozilugafikutiqe,90)
      Farigoyinenuyaze=Farigoyinenuyaze+149
      Benakuc=(Benakuc+53)
      Terabupik=(((Terabupik<<0)|(Terabupik>>>8))&255)
      Juvuwulex=bit32.bxor(Juvuwulex,137)
      Zoyerevig=Zoyerevig+85
      Jayuruxavabut=(Jayuruxavabut+181)
      Kadukexusum=(((Kadukexusum<<1)|(Kadukexusum>>>7))&255)
      Davuroweg=Davuroweg+105
      Huxodijevot=bit32.bxor(Huxodijevot,51)
      Qisoyurosaduxo=Qisoyurosaduxo+65
      Hijuzawo=(Hijuzawo+17)
      Feholiwu=(((Feholiwu<<6)|(Feholiwu>>>2))&255)
      Jalezoyig=bit32.bxor(Jalezoyig,178)
      Mameracediheriy=Mameracediheriy+214
      Fopijukawozel=(Fopijukawozel+110)
      Pucewaloyive=(((Pucewaloyive<<4)|(Pucewaloyive>>>4))&255)
      Yeyoqawumizuda=bit32.bxor(Yeyoqawumizuda,41)
      Davixivijof=Davixivijof+91
      Qovinelaremi=bit32.bxor(Qovinelaremi,131)
      Majulenisiqaw=(Majulenisiqaw+89)
      Zatogetaceneh=(((Zatogetaceneh<<7)|(Zatogetaceneh>>>1))&255)
      Sudelopacasuc=bit32.bxor(Sudelopacasuc,156)
      Venusazigajoj=Venusazigajoj+132
      Wuyasicojek=(Wuyasicojek+189)
      Lexokemuya=(((Lexokemuya<<0)|(Lexokemuya>>>8))&255)
      Babidipecaraveh=bit32.bxor(Babidipecaraveh,223)
      Wamemicidamo=Wamemicidamo+92
      Vayebenuri=(Vayebenuri+149)
      Wonunetisepe=(((Wonunetisepe<<6)|(Wonunetisepe>>>2))&255)
      Nuhaxifenuta=(((Nuhaxifenuta<<5)|(Nuhaxifenuta>>>3))&255)
      Zinaziza=bit32.bxor(Zinaziza,88)
      Dodiqob=Dodiqob+38
      Zehifunodafa=(Zehifunodafa+71)
      Mogutujefan=(((Mogutujefan<<4)|(Mogutujefan>>>4))&255)
      Wujofupo=bit32.bxor(Wujofupo,240)
      Gunoxotaj=Gunoxotaj+234
      Yoxeyivisayekah=(Yoxeyivisayekah+45)
      Dagehipatoli=(((Dagehipatoli<<4)|(Dagehipatoli>>>4))&255)
      Hafosona=bit32.bxor(Hafosona,117)
      Pinarujoc=Pinarujoc+66
      Xofizuvacami=(Xofizuvacami-215)
      Yohiliginufeka=(Yohiliginufeka+0)
      Koboxanecaj=(((Koboxanecaj<<7)|(Koboxanecaj>>>1))&255)
      Niceqivaciba=bit32.bxor(Niceqivaciba,120)
      Defesizugasi=Defesizugasi+161
      Vunedeha=(Vunedeha+72)
      Xisopob=(((Xisopob<<7)|(Xisopob>>>1))&255)
      Deyanivisurufiqe=bit32.bxor(Deyanivisurufiqe,222)
      Woyanobujotisuw=Woyanobujotisuw+162
      Loteyesanenomu=(Loteyesanenomu+124)
      Royovocipa=(((Royovocipa<<7)|(Royovocipa>>>1))&255)
      Bigurawowusohi=(Bigurawowusohi+189)
      Jibesecotul=bit32.bxor(Jibesecotul,208)
      Mumunidoxoxeve=Mumunidoxoxeve+48
      Kafisohipevepok=(Kafisohipevepok+5)
      Fasavine=(((Fasavine<<3)|(Fasavine>>>5))&255)
      Sipokima=bit32.bxor(Sipokima,76)
      Gojayisotowimuqe=Gojayisotowimuqe+198
      Busahayefaciba=(Busahayefaciba+29)
      Qusayu=(((Qusayu<<2)|(Qusayu>>>6))&255)
      Taduva=bit32.bxor(Taduva,85)
      Puzixopexopa=Puzixopexopa+201
      Qelumuhay=(Qelumuhay+100)
      Rudahu=(Rudahu+249)
      Jidinavilahafefo=(((Jidinavilahafefo<<3)|(Jidinavilahafefo>>>5))&255)
      Romofoseqehaluta=bit32.bxor(Romofoseqehaluta,190)
      Ticaka=Ticaka+14
      Kulebeh=(Kulebeh+224)
      Badeze=(((Badeze<<1)|(Badeze>>>7))&255)
      Kakixeqocohoha=bit32.bxor(Kakixeqocohoha,44)
      Miyoqobigewugob=Miyoqobigewugob+50
      Zuxeluvuhil=(Zuxeluvuhil+139)
      Jiyelo=(((Jiyelo<<7)|(Jiyelo>>>1))&255)
      Hanugacolatogi=Hanugacolatogi-90
      Koxeqoxojune=bit32.bxor(Koxeqoxojune,24)
      Qasunenuzuvezo=Qasunenuzuvezo+84
      Nerenigem=(Nerenigem+9)
      Mikagibex=(((Mikagibex<<2)|(Mikagibex>>>6))&255)
      Kasameteba=bit32.bxor(Kasameteba,28)
      Siqekapeqa=Siqekapeqa+232
      Baragikilodi=(Baragikilodi+23)
      Xarijefe=(((Xarijefe<<5)|(Xarijefe>>>3))&255)
      Pagojadi=bit32.bxor(Pagojadi,51)
      Baqajogadojiq=Baqajogadojiq+179
      Kanagecuk=Kanagecuk-68
      Bekanoqubivuzema=(Bekanoqubivuzema+36)
      Lemomakegug=(((Lemomakegug<<0)|(Lemomakegug>>>8))&255)
      Majavun=bit32.bxor(Majavun,131)
      Lawuxifugi=Lawuxifugi+186
      Sizoyipogoca=(Sizoyipogoca+67)
      Janifizuxumoburo=(((Janifizuxumoburo<<0)|(Janifizuxumoburo>>>8))&255)
      Yatibupagimitiz=bit32.bxor(Yatibupagimitiz,217)
      Lopiwebijul=Lopiwebijul+143
      Yuyapowibiraw=(Yuyapowibiraw+238)
      Bisawucakuxataw=(((Bisawucakuxataw<<2)|(Bisawucakuxataw>>>6))&255)
      Ruzuzomiwoqoqi=(((Ruzuzomiwoqoqi>>>7)|(Ruzuzomiwoqoqi<<1))&255)
      Getiguroho=bit32.bxor(Getiguroho,143)
      Patavuba=Patavuba+236
      Rucufolop=(Rucufolop+81)
      Ravonoka=(((Ravonoka<<4)|(Ravonoka>>>4))&255)
      Hufusicehopukuk=bit32.bxor(Hufusicehopukuk,148)
      Buqahec=Buqahec+248
      Recutav=(Recutav+166)
      Pesuyaqu=(((Pesuyaqu<<6)|(Pesuyaqu>>>2))&255)
      Poregah=bit32.bxor(Poregah,51)
      Kavozaxi=Kavozaxi+235
      Zadunamarorizey=(((Zadunamarorizey<<5)|(Zadunamarorizey>>>3))&255)
      Juwusoqucezixuhu=(Juwusoqucezixuhu+87)
      Limefigi=(((Limefigi<<7)|(Limefigi>>>1))&255)
      Mayariwak=bit32.bxor(Mayariwak,184)
      Yorexo=Yorexo+223
      Jilani=(Jilani+190)
      Famuweyovuluke=(((Famuweyovuluke<<2)|(Famuweyovuluke>>>6))&255)
      Zihepibenicoqiz=bit32.bxor(Zihepibenicoqiz,117)
      Luseqavaqasa=Luseqavaqasa+47
      Meviqusoraku=(Meviqusoraku+241)
      Yupogasamoyoye=(((Yupogasamoyoye<<1)|(Yupogasamoyoye>>>7))&255)
      Sedolilufehegave=(Sedolilufehegave+252)
      Dezovaxayo=bit32.bxor(Dezovaxayo,207)
      Redoxopo=Redoxopo+197
      Pedaturujabo=(Pedaturujabo+140)
      Viniwe=(((Viniwe<<5)|(Viniwe>>>3))&255)
      Duziwuw=bit32.bxor(Duziwuw,74)
      Qoyojolorireniv=Qoyojolorireniv+67
      Fibuherokipiqipo=(Fibuherokipiqipo+134)
      Bedibab=(((Bedibab<<1)|(Bedibab>>>7))&255)
      Hucogogoyifebewi=bit32.bxor(Hucogogoyifebewi,142)
      Yimopiyaqilat=Yimopiyaqilat+244
      Yaciwe=Yaciwe+212
      Saqumom=(Saqumom+6)
      Dulenabarowe=(((Dulenabarowe<<4)|(Dulenabarowe>>>4))&255)
      Qiwahicejonoyazo=bit32.bxor(Qiwahicejonoyazo,160)
      Melenaxa=Melenaxa+49
      Kohabejalam=(Kohabejalam+49)
