--[[ KHENGIE v10.2 EXTREME | 800 layers | 3x multi-pass ]]
      Hodudomed=Hodudomed-46
      Jaleyefetadadaci=(Jaleyefetadadaci-164)
      Fodifisotoxihewu=(((Fodifisotoxihewu>>>4)|(Fodifisotoxihewu<<4))&255)
      Wehiyolugiyuxore=bit32.bxor(Wehiyolugiyuxore,7)
      Gakapokizug=Gakapokizug-213
      Yefijeqonuxoxoy=(Yefijeqonuxoxoy-118)
      Zezikutoqugo=(((Zezikutoqugo>>>7)|(Zezikutoqugo<<1))&255)
      Nijotuk=bit32.bxor(Nijotuk,158)
      Vaxuzedesacopivo=bit32.bxor(Vaxuzedesacopivo,44)
      Quvobuv=Quvobuv-240
      Bofinam=(Bofinam-62)
      Rupigegu=(((Rupigegu>>>2)|(Rupigegu<<6))&255)
      Cizosiceho=bit32.bxor(Cizosiceho,126)
      Cisuzuvom=Cisuzuvom-222
      Guwuqo=(Guwuqo-166)
      Zixupigujepunu=(((Zixupigujepunu>>>0)|(Zixupigujepunu<<8))&255)
      Juhirideyelac=bit32.bxor(Juhirideyelac,194)
      Gesarubivucorofu=Gesarubivucorofu-43
      Gepohuheyer=(Gepohuheyer-41)
      Xazotipuhu=(Xazotipuhu-163)
      Bozirahuz=(((Bozirahuz>>>6)|(Bozirahuz<<2))&255)
      Wihafay=bit32.bxor(Wihafay,230)
      Jugemunifig=Jugemunifig-243
      Huxagejiboz=(Huxagejiboz-26)
      Suduvaw=(((Suduvaw>>>5)|(Suduvaw<<3))&255)
      Zedozineweqeyur=bit32.bxor(Zedozineweqeyur,64)
      Qibafofaf=Qibafofaf-86
      Qatelitihoxira=(Qatelitihoxira-250)
      Yotiqitiruy=(((Yotiqitiruy>>>2)|(Yotiqitiruy<<6))&255)
      Biyowaburib=bit32.bxor(Biyowaburib,73)
      Xazuyex=Xazuyex+214
      Bokotowagutuf=Bokotowagutuf-54
      Gijoki=(Gijoki-42)
      Wexavi=(((Wexavi>>>7)|(Wexavi<<1))&255)
      Zufexicudu=bit32.bxor(Zufexicudu,151)
      Pucotisolowiz=Pucotisolowiz-182
      Gezapopeqigexawe=(Gezapopeqigexawe-153)
      Gojaziqun=(((Gojaziqun>>>6)|(Gojaziqun<<2))&255)
      Tigocifici=bit32.bxor(Tigocifici,211)
      Rogixufabolar=Rogixufabolar-116
      Xizukipocet=(Xizukipocet-225)
      Vimuyezijidah=(Vimuyezijidah+199)
      Xatobudubemok=(((Xatobudubemok>>>2)|(Xatobudubemok<<6))&255)
      Hebefuwucuqesak=bit32.bxor(Hebefuwucuqesak,176)
      Wilesididum=Wilesididum-251
      Bivarohapite=(Bivarohapite-136)
      Wehimojuxoqeled=(((Wehimojuxoqeled>>>6)|(Wehimojuxoqeled<<2))&255)
      Ropaqokebe=bit32.bxor(Ropaqokebe,30)
      Soyidalogoduhic=Soyidalogoduhic-34
      Bukaquxadeyiz=(Bukaquxadeyiz-96)
      Fitekadaxitoyaxo=(((Fitekadaxitoyaxo>>>1)|(Fitekadaxitoyaxo<<7))&255)
      Yusatata=bit32.bxor(Yusatata,223)
      Jinovavoqat=bit32.bxor(Jinovavoqat,195)
      Vixojawiro=Vixojawiro-232
      Cirihofexowehusu=(Cirihofexowehusu-135)
      Ruhalopazoxalut=(((Ruhalopazoxalut>>>7)|(Ruhalopazoxalut<<1))&255)
      Zararubehu=bit32.bxor(Zararubehu,21)
      Zaqotavecibitoto=Zaqotavecibitoto-197
      Yekuzobeluyi=(Yekuzobeluyi-181)
      Dayesuyeboroqi=(((Dayesuyeboroqi>>>4)|(Dayesuyeboroqi<<4))&255)
      Zugofuxaye=bit32.bxor(Zugofuxaye,17)
      Nujopoyahez=Nujopoyahez-143
      Lagozikedodun=(Lagozikedodun-82)
      Niwixeju=bit32.bxor(Niwixeju,192)
      Xokobuxemifaz=(((Xokobuxemifaz>>>3)|(Xokobuxemifaz<<5))&255)
      Ruzijufuzuqapup=bit32.bxor(Ruzijufuzuqapup,11)
      Wuzepatariw=Wuzepatariw-184
      Fuxekas=(Fuxekas-97)
      Nupajova=(((Nupajova>>>1)|(Nupajova<<7))&255)
      Gohimoqipic=bit32.bxor(Gohimoqipic,23)
      Dudoxese=Dudoxese-177
      Kirukaharuluxey=(Kirukaharuluxey-52)
      Fenawe=(((Fenawe>>>6)|(Fenawe<<2))&255)
      Veloloyozapopati=bit32.bxor(Veloloyozapopati,40)
      Jeliqa=bit32.bxor(Jeliqa,204)
      Sazamonorowazi=Sazamonorowazi-110
      Gotovik=(Gotovik-177)
      Vakoya=(((Vakoya>>>2)|(Vakoya<<6))&255)
      Lexolikijowoy=bit32.bxor(Lexolikijowoy,136)
      Keraqifo=Keraqifo-193
      Telukacuxos=(Telukacuxos-169)
      Pajazuqu=(((Pajazuqu>>>0)|(Pajazuqu<<8))&255)
      Raloqu=bit32.bxor(Raloqu,100)
      Bedohalewofecolo=Bedohalewofecolo-153
      Fikisomihusob=(Fikisomihusob-125)
      Jozonimimagotara=Jozonimimagotara-14
      Foyeraxazinoqa=(((Foyeraxazinoqa>>>5)|(Foyeraxazinoqa<<3))&255)
      Buworewavutuc=bit32.bxor(Buworewavutuc,209)
      Hurawihace=Hurawihace-32
      Hepudota=(Hepudota-41)
      Telehecitibal=(((Telehecitibal>>>6)|(Telehecitibal<<2))&255)
      Huqahuqebun=bit32.bxor(Huqahuqebun,56)
      Hupupikelufoyow=Hupupikelufoyow-172
      Kufejexerurutasa=(Kufejexerurutasa-243)
      Yekuyego=(((Yekuyego>>>0)|(Yekuyego<<8))&255)
      Bekajajeviqune=bit32.bxor(Bekajajeviqune,141)
      Kuxoxuhujiy=(((Kuxoxuhujiy>>>6)|(Kuxoxuhujiy<<2))&255)
      Demebavi=Demebavi-239
      Wizenuzo=(Wizenuzo-157)
      Heqetaqi=(((Heqetaqi>>>1)|(Heqetaqi<<7))&255)
      Vunijemuroquvo=bit32.bxor(Vunijemuroquvo,212)
      Ponuluro=Ponuluro-25
      Fezutut=(Fezutut-18)
      Tonibequyekebe=(((Tonibequyekebe>>>6)|(Tonibequyekebe<<2))&255)
      Bunizoqu=bit32.bxor(Bunizoqu,240)
      Boheyeregamevog=Boheyeregamevog-82
      Hekena=(Hekena-88)
      Deharude=Deharude-178
      Gugucacig=(((Gugucacig>>>4)|(Gugucacig<<4))&255)
      Fibaxowe=bit32.bxor(Fibaxowe,56)
      Haqunah=Haqunah-69
      Nusihequpak=(Nusihequpak-111)
      Viqapofifo=(((Viqapofifo>>>6)|(Viqapofifo<<2))&255)
      Ciyimazohov=bit32.bxor(Ciyimazohov,23)
      Jamuvowacoju=Jamuvowacoju-241
      Pamukuwucufuq=(Pamukuwucufuq-77)
      Zosajas=(((Zosajas>>>4)|(Zosajas<<4))&255)
      Dukigobozixeh=bit32.bxor(Dukigobozixeh,112)
      Kefevakabehezo=(((Kefevakabehezo>>>7)|(Kefevakabehezo<<1))&255)
      Badepexijukobab=Badepexijukobab-44
      Mamuvosacokujeqa=(Mamuvosacokujeqa-187)
      Sukumacupataxece=(((Sukumacupataxece>>>0)|(Sukumacupataxece<<8))&255)
      Ceyare=bit32.bxor(Ceyare,142)
      Bawozejuzeninihe=Bawozejuzeninihe-220
      Badovuseguvuka=(Badovuseguvuka-24)
      Jazudiducivoted=(((Jazudiducivoted>>>7)|(Jazudiducivoted<<1))&255)
      Fegolo=bit32.bxor(Fegolo,42)
      Hudokahugoxopa=Hudokahugoxopa-180
      Mekirovalan=(Mekirovalan-222)
      Dugixone=(Dugixone-250)
      Cuwugo=(((Cuwugo>>>4)|(Cuwugo<<4))&255)
      Juveba=bit32.bxor(Juveba,8)
      Tazovubivejez=Tazovubivejez-209
      Kitahi=(Kitahi-88)
      Qiwadokaxad=(((Qiwadokaxad>>>3)|(Qiwadokaxad<<5))&255)
      Rabujasoneru=bit32.bxor(Rabujasoneru,94)
      Conidekuziluziy=Conidekuziluziy-246
      Vufupajoliteru=(Vufupajoliteru-227)
      Yivixoloq=(((Yivixoloq>>>4)|(Yivixoloq<<4))&255)
      Sutezaxemeso=bit32.bxor(Sutezaxemeso,176)
      Sewozeyetabemeti=bit32.bxor(Sewozeyetabemeti,87)
      Cosivolaq=Cosivolaq-205
      Qesoda=(Qesoda-246)
      Pabuxuyagufabune=(((Pabuxuyagufabune>>>4)|(Pabuxuyagufabune<<4))&255)
      Qicaduyo=bit32.bxor(Qicaduyo,141)
      Xeguquyacabate=Xeguquyacabate-14
      Dinolaxih=(Dinolaxih-53)
      Runepe=(((Runepe>>>0)|(Runepe<<8))&255)
      Valorosisasif=bit32.bxor(Valorosisasif,43)
      Gefajeqeval=Gefajeqeval-55
      Jeluvacopeha=(Jeluvacopeha-194)
      Taculuvupocebok=Taculuvupocebok+191
      Gibokado=(((Gibokado>>>3)|(Gibokado<<5))&255)
      Judipopu=bit32.bxor(Judipopu,118)
      Worabudazomamux=Worabudazomamux-220
      Rivatudifak=(Rivatudifak-117)
      Gozojujeyu=(((Gozojujeyu>>>3)|(Gozojujeyu<<5))&255)
      Tejopahe=bit32.bxor(Tejopahe,214)
      Meyononuguq=Meyononuguq-176
      Wetutijicije=(Wetutijicije-176)
      Sobixawafosi=(((Sobixawafosi>>>0)|(Sobixawafosi<<8))&255)
      Guyadagukacer=bit32.bxor(Guyadagukacer,201)
      Tafonapekuj=(((Tafonapekuj<<2)|(Tafonapekuj>>>6))&255)
      Jomezofafezuqac=Jomezofafezuqac-196
      Zufoqizepe=(Zufoqizepe-6)
      Yimusero=(((Yimusero>>>3)|(Yimusero<<5))&255)
      Noqugop=bit32.bxor(Noqugop,35)
      Ritaradibenakam=Ritaradibenakam-90
      Zegazel=(Zegazel-134)
      Yapotohufi=(((Yapotohufi>>>5)|(Yapotohufi<<3))&255)
      Tezabeb=bit32.bxor(Tezabeb,159)
      Buxulaharip=Buxulaharip-174
      Jaxohuto=(Jaxohuto-244)
      Logixave=(((Logixave<<5)|(Logixave>>>3))&255)
      Zefohu=(((Zefohu>>>5)|(Zefohu<<3))&255)
      Vosamurole=bit32.bxor(Vosamurole,14)
      Vuqixacaqivegugo=Vuqixacaqivegugo-248
      Yiyenafoyuzaje=(Yiyenafoyuzaje-161)
      Pojebovevajut=(((Pojebovevajut>>>6)|(Pojebovevajut<<2))&255)
      Peraseyupuwora=bit32.bxor(Peraseyupuwora,140)
      Pawesenevedukah=Pawesenevedukah-58
      Toyapac=(Toyapac-60)
      Wadofojehehi=(((Wadofojehehi>>>7)|(Wadofojehehi<<1))&255)
      Rozekulosogajit=bit32.bxor(Rozekulosogajit,71)
      Duputazumatemiwe=(((Duputazumatemiwe>>>7)|(Duputazumatemiwe<<1))&255)
      Didanedawuku=Didanedawuku-233
      Bugobu=(Bugobu-106)
      Docejulerizu=(((Docejulerizu>>>2)|(Docejulerizu<<6))&255)
      Kanuqaboyumaviji=bit32.bxor(Kanuqaboyumaviji,78)
      Werepizog=Werepizog-72
      Joqeyamuk=(Joqeyamuk-179)
      Zequbasihiniru=(((Zequbasihiniru>>>1)|(Zequbasihiniru<<7))&255)
      Besakeciyip=bit32.bxor(Besakeciyip,121)
      Hukejitutosaq=Hukejitutosaq-144
      Hivoqeh=(Hivoqeh-45)
      Yoxemevun=bit32.bxor(Yoxemevun,198)
      Zawafuxom=(((Zawafuxom>>>3)|(Zawafuxom<<5))&255)
      Jucuhaj=bit32.bxor(Jucuhaj,185)
      Molesugukili=Molesugukili-48
      Rulisuqed=(Rulisuqed-180)
      Tawecanazu=(((Tawecanazu>>>4)|(Tawecanazu<<4))&255)
      Tefareza=bit32.bxor(Tefareza,143)
      Janiwigutodat=Janiwigutodat-140
      Mezazub=(Mezazub-232)
      Visunadeviz=(((Visunadeviz>>>4)|(Visunadeviz<<4))&255)
      Qopego=bit32.bxor(Qopego,174)
      Posasacefukop=bit32.bxor(Posasacefukop,157)
      Zorihebuzoquqivo=Zorihebuzoquqivo-129
      Tusaxemomo=(Tusaxemomo-207)
      Celiyotefacud=(((Celiyotefacud>>>4)|(Celiyotefacud<<4))&255)
      Zafeyuvimacidido=bit32.bxor(Zafeyuvimacidido,139)
      Yogipadeb=Yogipadeb-41
      Dudivaj=(Dudivaj-74)
      Jilalalakacu=(((Jilalalakacu>>>6)|(Jilalalakacu<<2))&255)
      Yimigo=bit32.bxor(Yimigo,229)
      Faqugegicogaviza=Faqugegicogaviza-222
      Pubusakagohaqun=(Pubusakagohaqun-107)
      Dubilam=bit32.bxor(Dubilam,213)
      Sidujani=(((Sidujani>>>5)|(Sidujani<<3))&255)
      Bovowoqo=bit32.bxor(Bovowoqo,129)
      Foyojeraq=Foyojeraq-86
      Jazocizutuseb=(Jazocizutuseb-159)
      Fevudajap=(((Fevudajap>>>3)|(Fevudajap<<5))&255)
      Mehequ=bit32.bxor(Mehequ,44)
      Sayasonive=Sayasonive-58
      Kilepoz=(Kilepoz-105)
      Wozalucuhaxoka=(((Wozalucuhaxoka>>>0)|(Wozalucuhaxoka<<8))&255)
      Goxifiw=bit32.bxor(Goxifiw,110)
      Fukezoyurapot=(((Fukezoyurapot>>>3)|(Fukezoyurapot<<5))&255)
      Virijodaza=Virijodaza-92
      Lilufijati=(Lilufijati-70)
      Fobaneyetibe=(((Fobaneyetibe>>>5)|(Fobaneyetibe<<3))&255)
      Kacocoqosi=bit32.bxor(Kacocoqosi,161)
      Qegudumijicim=Qegudumijicim-134
      Sayecaporekaja=(Sayecaporekaja-97)
      Tifaluhohitop=(((Tifaluhohitop>>>7)|(Tifaluhohitop<<1))&255)
      Muxivubipefu=bit32.bxor(Muxivubipefu,106)
      Zexexuy=Zexexuy-212
      Norarivesulim=(Norarivesulim-243)
      Kireliqulamape=(((Kireliqulamape<<6)|(Kireliqulamape>>>2))&255)
      Xejohetumawah=(((Xejohetumawah>>>5)|(Xejohetumawah<<3))&255)
      Xugukisemazi=bit32.bxor(Xugukisemazi,182)
      Dawosekiv=Dawosekiv-26
      Yiseyukuv=(Yiseyukuv-148)
      Pekojamohel=(((Pekojamohel>>>6)|(Pekojamohel<<2))&255)
      Cuwicarugetupuk=bit32.bxor(Cuwicarugetupuk,17)
      Lafaquriqayixef=Lafaquriqayixef-113
      Libovibahesek=(Libovibahesek-212)
      Valicibusavipusi=(((Valicibusavipusi>>>5)|(Valicibusavipusi<<3))&255)
      Diqidoha=bit32.bxor(Diqidoha,198)
      Benomaguh=(((Benomaguh>>>2)|(Benomaguh<<6))&255)
      Motawoxixoweha=Motawoxixoweha-141
      Tocewucoqun=(Tocewucoqun-46)
      Yutuceqiwevuvig=(((Yutuceqiwevuvig>>>1)|(Yutuceqiwevuvig<<7))&255)
      Zovevoco=bit32.bxor(Zovevoco,92)
      Hexobiyor=Hexobiyor-28
      Juqinereqeti=(Juqinereqeti-81)
      Yerulikeya=(((Yerulikeya>>>3)|(Yerulikeya<<5))&255)
      Culepopigufezo=bit32.bxor(Culepopigufezo,31)
      Quvimiziyuvanov=Quvimiziyuvanov-231
      Tapitakabiya=(Tapitakabiya-188)
      Tusuvow=(Tusuvow-89)
      Vusujisaxibajidi=(((Vusujisaxibajidi>>>5)|(Vusujisaxibajidi<<3))&255)
      Palumakofifi=bit32.bxor(Palumakofifi,226)
      Yagidinudezeci=Yagidinudezeci-25
      Zefetoyeza=(Zefetoyeza-158)
      Xabizezejaledoxo=(((Xabizezejaledoxo>>>0)|(Xabizezejaledoxo<<8))&255)
      Yoqofa=bit32.bxor(Yoqofa,75)
      Qeredomas=Qeredomas-98
      Qafiliyi=(Qafiliyi-35)
      Danotok=(((Danotok>>>1)|(Danotok<<7))&255)
      Rovedofuwizecon=bit32.bxor(Rovedofuwizecon,194)
      Fupimijehec=Fupimijehec-215
      Texesuhilafaguz=Texesuhilafaguz-86
      Xaxejosikaqocow=(Xaxejosikaqocow-218)
      Wicaqocelevub=(((Wicaqocelevub>>>7)|(Wicaqocelevub<<1))&255)
      Qevijetabaqov=bit32.bxor(Qevijetabaqov,60)
      Sejobabidejiwuf=Sejobabidejiwuf-185
      Velekejexukemeco=(Velekejexukemeco-91)
      Rurajiqaziz=(((Rurajiqaziz>>>6)|(Rurajiqaziz<<2))&255)
      Cahupiyiru=bit32.bxor(Cahupiyiru,217)
      Netaxuxo=Netaxuxo-129
      Nugegelivokemaw=(Nugegelivokemaw-99)
      Zeqeyelexusum=(((Zeqeyelexusum<<4)|(Zeqeyelexusum>>>4))&255)
      Fexipa=(((Fexipa>>>5)|(Fexipa<<3))&255)
      Wupidegowal=bit32.bxor(Wupidegowal,39)
      Qopadohad=Qopadohad-130
      Wuluhuq=(Wuluhuq-188)
      Kupejopetujiq=(((Kupejopetujiq>>>6)|(Kupejopetujiq<<2))&255)
      Xugesaxumotezuh=bit32.bxor(Xugesaxumotezuh,166)
      Wafojunijatac=Wafojunijatac-142
      Vicepahowi=(Vicepahowi-138)
      Vuhuyufode=(((Vuhuyufode>>>1)|(Vuhuyufode<<7))&255)
      Suquyoroxo=bit32.bxor(Suquyoroxo,91)
      Hexoka=bit32.bxor(Hexoka,237)
      Hidohefi=Hidohefi-148
      Lamihawa=(Lamihawa-120)
      Zumuzefi=(((Zumuzefi>>>7)|(Zumuzefi<<1))&255)
      Honemujuciceb=bit32.bxor(Honemujuciceb,73)
      Visuxe=Visuxe-40
      Pomesalaluqat=(Pomesalaluqat-2)
      Jubobotofirupa=(((Jubobotofirupa>>>4)|(Jubobotofirupa<<4))&255)
      Zujaxonuyu=bit32.bxor(Zujaxonuyu,39)
      Cataki=Cataki-99
      Yajolanu=(Yajolanu-75)
      Giwikopojuxecix=(((Giwikopojuxecix>>>2)|(Giwikopojuxecix<<6))&255)
      Ceremuhecazeyixi=(((Ceremuhecazeyixi>>>1)|(Ceremuhecazeyixi<<7))&255)
      Vefawoziqipoq=bit32.bxor(Vefawoziqipoq,126)
      Wasiqo=Wasiqo-38
      Zororako=(Zororako-6)
      Lodeqeto=(((Lodeqeto>>>4)|(Lodeqeto<<4))&255)
      Negekocasiti=bit32.bxor(Negekocasiti,200)
      Sohagigit=Sohagigit-117
      Pijutoke=(Pijutoke-91)
      Gizaxopugazehuzo=(((Gizaxopugazehuzo>>>7)|(Gizaxopugazehuzo<<1))&255)
      Vicenodamuyolexa=bit32.bxor(Vicenodamuyolexa,21)
      Zetecahefidonasu=(Zetecahefidonasu-225)
      Seqacufi=Seqacufi-250
      Xugiro=(Xugiro-36)
      Hicedalaqaxuhec=(((Hicedalaqaxuhec>>>1)|(Hicedalaqaxuhec<<7))&255)
      Wujobojok=bit32.bxor(Wujobojok,149)
      Bupozalocinoruv=Bupozalocinoruv-192
      Yozovum=(Yozovum-89)
      Daqosevikunufora=(((Daqosevikunufora>>>1)|(Daqosevikunufora<<7))&255)
      Reyasuke=bit32.bxor(Reyasuke,42)
      Kagevowosopumuvo=Kagevowosopumuvo-125
      Yenohicewu=(Yenohicewu-47)
      Lufimoji=(Lufimoji+45)
      Lepuwogovepad=(((Lepuwogovepad>>>4)|(Lepuwogovepad<<4))&255)
      Cisefuro=bit32.bxor(Cisefuro,184)
      Baxicep=Baxicep-46
      Zoxucoyuve=(Zoxucoyuve-154)
      Rebomahituku=(((Rebomahituku>>>2)|(Rebomahituku<<6))&255)
      Vegebacuz=bit32.bxor(Vegebacuz,174)
      Zamadezalesoviv=Zamadezalesoviv-142
      Zezecozelegufiv=(Zezecozelegufiv-152)
      Fowutu=(((Fowutu>>>2)|(Fowutu<<6))&255)
      Xuvevapu=bit32.bxor(Xuvevapu,54)
      Yoganopagipufeja=(Yoganopagipufeja-119)
      Kasehugap=Kasehugap-149
      Buximidobovefe=(Buximidobovefe-199)
      Cerabiyeferinevi=(((Cerabiyeferinevi>>>7)|(Cerabiyeferinevi<<1))&255)
      Zegaqaxogupih=bit32.bxor(Zegaqaxogupih,117)
      Zujidelojebefen=Zujidelojebefen-197
      Ricebiqenakimal=(Ricebiqenakimal-182)
      Gedasokesad=(((Gedasokesad>>>3)|(Gedasokesad<<5))&255)
      Puvopuho=bit32.bxor(Puvopuho,20)
      Riwohahawicowid=Riwohahawicowid-123
      Sexefelud=(Sexefelud-98)
      Yelurayidahilu=(((Yelurayidahilu<<0)|(Yelurayidahilu>>>8))&255)
      Yunaquhav=(((Yunaquhav>>>6)|(Yunaquhav<<2))&255)
      Nahawewezekiye=bit32.bxor(Nahawewezekiye,237)
      Jusiponir=Jusiponir-141
      Zinekah=(Zinekah-99)
      Hemujatac=(((Hemujatac>>>2)|(Hemujatac<<6))&255)
      Dipahebek=bit32.bxor(Dipahebek,97)
      Xawubezobeveh=Xawubezobeveh-219
      Xeqatojim=(Xeqatojim-236)
      Pevaxumiyu=(((Pevaxumiyu>>>6)|(Pevaxumiyu<<2))&255)
      Jotiwix=bit32.bxor(Jotiwix,220)
      Havuzise=(((Havuzise<<6)|(Havuzise>>>2))&255)
      Qejavedumu=Qejavedumu-244
      Rareperiz=(Rareperiz-51)
      Disapezuqemu=(((Disapezuqemu>>>4)|(Disapezuqemu<<4))&255)
      Tonocavaneso=bit32.bxor(Tonocavaneso,178)
      Busarom=Busarom-15
      Qoqazuhet=(Qoqazuhet-176)
      Yazikigesoqace=(((Yazikigesoqace>>>6)|(Yazikigesoqace<<2))&255)
      Toyuqe=bit32.bxor(Toyuqe,59)
      Xatekewituyu=Xatekewituyu-115
      Noxako=(Noxako-85)
      Guyosacixa=bit32.bxor(Guyosacixa,211)
      Lokuhowekaq=(((Lokuhowekaq>>>7)|(Lokuhowekaq<<1))&255)
      Safesazohatuzib=bit32.bxor(Safesazohatuzib,48)
      Poxikozu=Poxikozu-39
      Curarixatacug=(Curarixatacug-130)
      Bemomobarevovot=(((Bemomobarevovot>>>7)|(Bemomobarevovot<<1))&255)
      Bubugoziqusac=bit32.bxor(Bubugoziqusac,106)
      Weputazeyibidogu=Weputazeyibidogu-67
      Bewejenagacenas=(Bewejenagacenas-60)
      Wakoyu=(((Wakoyu>>>0)|(Wakoyu<<8))&255)
      Yenocujek=bit32.bxor(Yenocujek,22)
      Nesivimegig=Nesivimegig-127
      Juriyeh=Juriyeh-82
      Rusahuqitezega=(Rusahuqitezega-218)
      Mixuhamu=(((Mixuhamu>>>4)|(Mixuhamu<<4))&255)
      Sabukurekiruwe=bit32.bxor(Sabukurekiruwe,92)
      Pujawukotobolov=Pujawukotobolov-147
      Kahifez=(Kahifez-88)
      Xajuwo=(((Xajuwo>>>1)|(Xajuwo<<7))&255)
      Gefimamopegudir=bit32.bxor(Gefimamopegudir,151)
      Soyotadetugakow=Soyotadetugakow-214
      Jolafenehezofixa=(Jolafenehezofixa-9)
      Yolimoye=(((Yolimoye<<2)|(Yolimoye>>>6))&255)
      Pelabenolusu=(((Pelabenolusu>>>4)|(Pelabenolusu<<4))&255)
      Niwijahonib=bit32.bxor(Niwijahonib,97)
      Qamowig=Qamowig-141
      Joyefukoraxugi=(Joyefukoraxugi-106)
      Gazazijiwi=(((Gazazijiwi>>>0)|(Gazazijiwi<<8))&255)
      Wulafexec=bit32.bxor(Wulafexec,162)
      Qateqex=Qateqex-53
      Bokucocame=(Bokucocame-245)
      Wepoluxasunad=(((Wepoluxasunad>>>4)|(Wepoluxasunad<<4))&255)
      Xukexif=bit32.bxor(Xukexif,141)
      Rilomokerewuf=(Rilomokerewuf+66)
      Fohomi=Fohomi-93
      Gebedadirah=(Gebedadirah-78)
      Logafoja=(((Logafoja>>>6)|(Logafoja<<2))&255)
      Sezuromuvakile=bit32.bxor(Sezuromuvakile,151)
      Kevedirokapewaha=Kevedirokapewaha-20
      Rusahijiwusas=(Rusahijiwusas-123)
      Kilabamujisi=(((Kilabamujisi>>>2)|(Kilabamujisi<<6))&255)
      Zigayipuvabuko=bit32.bxor(Zigayipuvabuko,143)
      Vugicet=Vugicet-200
      Kifejih=(Kifejih-175)
      Vocasuvacosaxo=(Vocasuvacosaxo+192)
      Kacusal=(((Kacusal>>>2)|(Kacusal<<6))&255)
      Mipebizopubovaye=bit32.bxor(Mipebizopubovaye,212)
      Fuloxetunuge=Fuloxetunuge-240
      Kirakog=(Kirakog-14)
      Goyuri=(((Goyuri>>>0)|(Goyuri<<8))&255)
      Tidarawodamiba=bit32.bxor(Tidarawodamiba,210)
      Kiluzenukuf=Kiluzenukuf-227
      Fevedasuxuw=(Fevedasuxuw-159)
      Deketefasesax=(((Deketefasesax>>>4)|(Deketefasesax<<4))&255)
      Lalejebefoku=bit32.bxor(Lalejebefoku,193)
      Nixavujaxul=(((Nixavujaxul>>>2)|(Nixavujaxul<<6))&255)
      Hitovaselih=Hitovaselih-14
      Pojisep=(Pojisep-151)
      Cudihojacimu=(((Cudihojacimu>>>3)|(Cudihojacimu<<5))&255)
      Pusaxito=bit32.bxor(Pusaxito,173)
      Vosaricejahil=Vosaricejahil-193
      Vidokubiqaw=(Vidokubiqaw-188)
      Nonizutucebuwu=(((Nonizutucebuwu>>>6)|(Nonizutucebuwu<<2))&255)
      Fawilazoza=bit32.bxor(Fawilazoza,114)
      Wuxina=Wuxina-250
      Gosoma=(Gosoma-173)
      Yacejesi=(Yacejesi+76)
      Xuqiwuken=(((Xuqiwuken>>>6)|(Xuqiwuken<<2))&255)
      Wepegequviciqo=bit32.bxor(Wepegequviciqo,134)
      Qehida=Qehida-228
      Payitafebiveguq=(Payitafebiveguq-211)
      Lafuhimiho=(((Lafuhimiho>>>5)|(Lafuhimiho<<3))&255)
      Xabamuq=bit32.bxor(Xabamuq,107)
      Tonirufe=Tonirufe-67
      Jipehimitev=(Jipehimitev-26)
      Sefoqequtowozun=(((Sefoqequtowozun>>>4)|(Sefoqequtowozun<<4))&255)
      Yizuvolowisihi=bit32.bxor(Yizuvolowisihi,57)
      Vozuyuhezepaviyu=Vozuyuhezepaviyu-46
      Zixuci=Zixuci-155
      Joqayaday=(Joqayaday-69)
      Cesuzot=(((Cesuzot>>>2)|(Cesuzot<<6))&255)
      Jisudej=bit32.bxor(Jisudej,155)
      Xubomuhan=Xubomuhan-163
      Yuwaregidag=(Yuwaregidag-184)
      Rusatomuje=(((Rusatomuje>>>2)|(Rusatomuje<<6))&255)
      Rofeho=bit32.bxor(Rofeho,241)
      Debaxuqa=Debaxuqa-248
      Gejunahojetigibo=(Gejunahojetigibo-72)
      Zadawoqij=bit32.bxor(Zadawoqij,236)
      Jedudaceyapixe=(((Jedudaceyapixe>>>1)|(Jedudaceyapixe<<7))&255)
      Puzeno=bit32.bxor(Puzeno,68)
      Buhakopuxi=Buhakopuxi-26
      Fohigodanacisage=(Fohigodanacisage-156)
      Bisozuza=(((Bisozuza>>>4)|(Bisozuza<<4))&255)
      Buxido=bit32.bxor(Buxido,29)
      Wideyiyif=Wideyiyif-97
      Lowenamo=(Lowenamo-150)
      Guquzatot=(((Guquzatot>>>6)|(Guquzatot<<2))&255)
      Garibiduliqu=bit32.bxor(Garibiduliqu,178)
      Titusese=bit32.bxor(Titusese,80)
      Yiganamuganakavu=Yiganamuganakavu-71
      Tidajiwohopega=(Tidajiwohopega-133)
      Witasacezo=(((Witasacezo>>>0)|(Witasacezo<<8))&255)
      Mumojehuxi=bit32.bxor(Mumojehuxi,28)
      Qadohegoxoma=Qadohegoxoma-157
      Sodaqabapuvalam=(Sodaqabapuvalam-135)
      Luzodihiva=(((Luzodihiva>>>7)|(Luzodihiva<<1))&255)
      Gakuhugipupebe=bit32.bxor(Gakuhugipupebe,230)
      Cicifejelonoxe=Cicifejelonoxe-247
      Sufoqipejisok=(Sufoqipejisok-54)
      Gabuyaxisu=(((Gabuyaxisu<<2)|(Gabuyaxisu>>>6))&255)
      Hekesacopiduvin=(((Hekesacopiduvin>>>6)|(Hekesacopiduvin<<2))&255)
      Matuzevofufadibu=bit32.bxor(Matuzevofufadibu,118)
      Tilekuhehorot=Tilekuhehorot-245
