--[[ KHENGIE v10.2 EXTREME | 900 layers | 3x multi-pass ]]
      Cudezimaqepawey=(((Cudezimaqepawey>>>2)|(Cudezimaqepawey<<6))&255)
      Nafoqiwevuwiso=bit32.bxor(Nafoqiwevuwiso,242)
      Piwibadawe=Piwibadawe-37
      Hogafubogazu=(Hogafubogazu-67)
      Sutawoj=(((Sutawoj>>>0)|(Sutawoj<<8))&255)
      Salixugofero=bit32.bxor(Salixugofero,161)
      Zeqopa=Zeqopa-212
      Qiwexowew=(Qiwexowew-99)
      Tedexor=(((Tedexor>>>5)|(Tedexor<<3))&255)
      Nezamuqawabus=Nezamuqawabus-69
      Yesarulu=bit32.bxor(Yesarulu,160)
      Bezipebofedayej=Bezipebofedayej-80
      Lajuvowogijilu=(Lajuvowogijilu-29)
      Papenix=(((Papenix>>>6)|(Papenix<<2))&255)
      Vulogoce=bit32.bxor(Vulogoce,196)
      Zubiqivixalifu=Zubiqivixalifu-133
      Saqadewehota=(Saqadewehota-155)
      Hafuqivuvopemayu=(((Hafuqivuvopemayu>>>4)|(Hafuqivuvopemayu<<4))&255)
      Pujafemadotenari=bit32.bxor(Pujafemadotenari,99)
      Kalavura=Kalavura-251
      Qejanejiviherixa=(Qejanejiviherixa+168)
      Vicolofokame=(Vicolofokame-190)
      Jilosaf=(((Jilosaf>>>7)|(Jilosaf<<1))&255)
      Dijikedezode=bit32.bxor(Dijikedezode,120)
      Feketiq=Feketiq-118
      Resacuyiri=(Resacuyiri-132)
      Mawaqusuliyeqe=(((Mawaqusuliyeqe>>>0)|(Mawaqusuliyeqe<<8))&255)
      Nogabiz=bit32.bxor(Nogabiz,122)
      Yamojoquc=Yamojoquc-94
      Gisuxocosej=(Gisuxocosej-42)
      Yifocarikuli=(((Yifocarikuli>>>0)|(Yifocarikuli<<8))&255)
      Saquseqoda=(Saquseqoda+117)
      Rovuvezeqicaf=bit32.bxor(Rovuvezeqicaf,155)
      Tilixe=Tilixe-60
      Xusugupibik=(Xusugupibik-105)
      Lapozabibinil=(((Lapozabibinil>>>4)|(Lapozabibinil<<4))&255)
      Buvesupipi=bit32.bxor(Buvesupipi,25)
      Dekakacuducufuf=Dekakacuducufuf-41
      Zenomoso=(Zenomoso-248)
      Nirixacaxuyar=(((Nirixacaxuyar>>>2)|(Nirixacaxuyar<<6))&255)
      Vosewinanoli=bit32.bxor(Vosewinanoli,61)
      Ralajozofuway=Ralajozofuway-145
      Hutebiviqepa=(((Hutebiviqepa>>>6)|(Hutebiviqepa<<2))&255)
      Qalejijahumuhu=(Qalejijahumuhu-39)
      Cidijucoca=(((Cidijucoca>>>3)|(Cidijucoca<<5))&255)
      Mazuzuduxeyowonu=bit32.bxor(Mazuzuduxeyowonu,13)
      Nivaziqacezu=Nivaziqacezu-74
      Qekumuqimojivova=(Qekumuqimojivova-6)
      Pipicipu=(((Pipicipu>>>7)|(Pipicipu<<1))&255)
      Xajenehafexikimo=bit32.bxor(Xajenehafexikimo,142)
      Dowociyahuy=Dowociyahuy-102
      Kalahimejuhequw=(Kalahimejuhequw-123)
      Pazoyigasohex=(((Pazoyigasohex>>>4)|(Pazoyigasohex<<4))&255)
      Jurizususadupof=bit32.bxor(Jurizususadupof,73)
      Bexesiquma=bit32.bxor(Bexesiquma,107)
      Gajusisov=Gajusisov-43
      Saciyudaw=(Saciyudaw-120)
      Bufapop=(((Bufapop>>>4)|(Bufapop<<4))&255)
      Hoqaqiqoyunivi=bit32.bxor(Hoqaqiqoyunivi,139)
      Gosemuwufa=Gosemuwufa-238
      Qutebibiz=(Qutebibiz-233)
      Seqaxocobajufej=(((Seqaxocobajufej>>>0)|(Seqaxocobajufej<<8))&255)
      Jeqatokutuvapa=bit32.bxor(Jeqatokutuvapa,29)
      Jamuge=Jamuge-221
      Fajiwuzoxitaka=Fajiwuzoxitaka+177
      Xaqejen=(Xaqejen-243)
      Wixuzigezokeg=(((Wixuzigezokeg>>>6)|(Wixuzigezokeg<<2))&255)
      Laqesew=bit32.bxor(Laqesew,16)
      Davagafiqexosa=Davagafiqexosa-45
      Devituhad=(Devituhad-100)
      Yuvocuy=(((Yuvocuy>>>4)|(Yuvocuy<<4))&255)
      Detavo=bit32.bxor(Detavo,43)
      Xumihecenoqabeh=Xumihecenoqabeh-207
      Jinehak=(Jinehak-184)
      Nuziduw=(((Nuziduw>>>4)|(Nuziduw<<4))&255)
      Xozucofac=(Xozucofac+166)
      Zativakupi=bit32.bxor(Zativakupi,65)
      Zeradis=Zeradis-153
      Habowaci=(Habowaci-66)
      Cuporecoya=(((Cuporecoya>>>4)|(Cuporecoya<<4))&255)
      Wetehohadopaki=bit32.bxor(Wetehohadopaki,13)
      Cijocowefi=Cijocowefi-179
      Jivoraredome=(Jivoraredome-111)
      Teregupidezewov=(((Teregupidezewov>>>7)|(Teregupidezewov<<1))&255)
      Joreduhutaxic=bit32.bxor(Joreduhutaxic,148)
      Giqahu=Giqahu-184
      Mazezosavidaw=Mazezosavidaw-95
      Guyazusowe=(Guyazusowe-221)
      Segiyez=(((Segiyez>>>5)|(Segiyez<<3))&255)
      Nocegodegowe=bit32.bxor(Nocegodegowe,60)
      Dejemuyepaqop=Dejemuyepaqop-36
      Yujinacicokalu=(Yujinacicokalu-36)
      Yaxayih=(((Yaxayih>>>3)|(Yaxayih<<5))&255)
      Riqozisuxec=bit32.bxor(Riqozisuxec,79)
      Yuviwapiqopijuxu=Yuviwapiqopijuxu-191
      Safegat=(Safegat-197)
      Yolifilifed=(((Yolifilifed>>>4)|(Yolifilifed<<4))&255)
      Liyohoxopomuno=(((Liyohoxopomuno<<4)|(Liyohoxopomuno>>>4))&255)
      Tutoqasoqo=bit32.bxor(Tutoqasoqo,117)
      Xoyuhiba=Xoyuhiba-211
      Dumidedinin=(Dumidedinin-47)
      Firoqofiziy=(((Firoqofiziy>>>5)|(Firoqofiziy<<3))&255)
      Ralitulanufipu=bit32.bxor(Ralitulanufipu,78)
      Lixifuz=Lixifuz-18
      Sinonefizel=(Sinonefizel-42)
      Zosuzud=(((Zosuzud>>>5)|(Zosuzud<<3))&255)
      Jovuyunisadoyo=bit32.bxor(Jovuyunisadoyo,125)
      Lavuci=Lavuci-94
      Hejuyoxad=Hejuyoxad+240
      Jadakuqejecuz=(Jadakuqejecuz-32)
      Yedivicoluvi=(((Yedivicoluvi>>>1)|(Yedivicoluvi<<7))&255)
      Falatevadivudiki=bit32.bxor(Falatevadivudiki,87)
      Xahojuyi=Xahojuyi-41
      Vacusale=(Vacusale-70)
      Roboquqihoqara=(((Roboquqihoqara>>>6)|(Roboquqihoqara<<2))&255)
      Qahomoja=bit32.bxor(Qahomoja,30)
      Vimuvaqirojeh=Vimuvaqirojeh-78
      Vurocexazosop=(Vurocexazosop-144)
      Gazaxa=(((Gazaxa>>>7)|(Gazaxa<<1))&255)
      Sutulek=(((Sutulek>>>4)|(Sutulek<<4))&255)
      Tiquhuxoheqos=bit32.bxor(Tiquhuxoheqos,133)
      Foxupakevap=Foxupakevap-198
      Bivivumihabusiwo=(Bivivumihabusiwo-45)
      Migome=(((Migome>>>5)|(Migome<<3))&255)
      Meqesel=bit32.bxor(Meqesel,72)
      Quxekinivagupud=Quxekinivagupud-240
      Cifizaduved=(Cifizaduved-76)
      Xigivu=(((Xigivu>>>3)|(Xigivu<<5))&255)
      Kahozakigijaki=bit32.bxor(Kahozakigijaki,194)
      Xutiqecafexo=Xutiqecafexo-85
      Nicejome=(Nicejome+48)
      Ropawuzef=(Ropawuzef-163)
      Mamuzowijakati=(((Mamuzowijakati>>>0)|(Mamuzowijakati<<8))&255)
      Mokeropaze=bit32.bxor(Mokeropaze,63)
      Wexenijusamikuce=Wexenijusamikuce-179
      Hamimap=(Hamimap-106)
      Pecigewi=(((Pecigewi>>>0)|(Pecigewi<<8))&255)
      Cecutomejayawo=bit32.bxor(Cecutomejayawo,232)
      Dufobeseg=Dufobeseg-46
      Semetovexawiq=(Semetovexawiq-106)
      Munagojogeg=(((Munagojogeg>>>1)|(Munagojogeg<<7))&255)
      Pefebufazuwesup=Pefebufazuwesup-183
      Girumoqikolez=bit32.bxor(Girumoqikolez,192)
      Qazudojuz=Qazudojuz-15
      Lamudemohiladoha=(Lamudemohiladoha-241)
      Renoqujiloneh=(((Renoqujiloneh>>>7)|(Renoqujiloneh<<1))&255)
      Yacagocibir=bit32.bxor(Yacagocibir,78)
      Benalefeyinabuse=Benalefeyinabuse-74
      Kofukezuf=(Kofukezuf-240)
      Witediyajad=(((Witediyajad>>>2)|(Witediyajad<<6))&255)
      Coqoko=bit32.bxor(Coqoko,229)
      Juqicokidi=Juqicokidi-98
      Tahecinujutoyed=(((Tahecinujutoyed<<4)|(Tahecinujutoyed>>>4))&255)
      Nufegag=(Nufegag-181)
      Ropenutexez=(((Ropenutexez>>>3)|(Ropenutexez<<5))&255)
      Kapodezujogib=bit32.bxor(Kapodezujogib,144)
      Suyedamop=Suyedamop-165
      Xunejovuxulepe=(Xunejovuxulepe-82)
      Gekimopi=(((Gekimopi>>>7)|(Gekimopi<<1))&255)
      Corexibepoqe=bit32.bxor(Corexibepoqe,165)
      Sabohenog=Sabohenog-131
      Keniduqemaj=(Keniduqemaj-125)
      Lotefi=(((Lotefi>>>3)|(Lotefi<<5))&255)
      Wabuzis=bit32.bxor(Wabuzis,149)
      Dakugajidisuma=bit32.bxor(Dakugajidisuma,113)
      Jexama=Jexama-139
      Surolevoyimu=(Surolevoyimu-131)
      Dovorotaxovil=(((Dovorotaxovil>>>2)|(Dovorotaxovil<<6))&255)
      Mefoqopumovu=bit32.bxor(Mefoqopumovu,78)
      Miyutohokoq=Miyutohokoq-167
      Qahelocesas=(Qahelocesas-165)
      Jowuhezoveje=(((Jowuhezoveje>>>3)|(Jowuhezoveje<<5))&255)
      Durucohovuqez=bit32.bxor(Durucohovuqez,167)
      Qapuwakaqumuyowe=Qapuwakaqumuyowe-49
      Tiqijufawabax=bit32.bxor(Tiqijufawabax,183)
      Basazoxan=(Basazoxan-220)
      Fuletazodof=(((Fuletazodof>>>3)|(Fuletazodof<<5))&255)
      Wizaxom=bit32.bxor(Wizaxom,128)
      Vusumitekasaduz=Vusumitekasaduz-191
      Daruwuyejo=(Daruwuyejo-211)
      Viraju=(((Viraju>>>2)|(Viraju<<6))&255)
      Biseseq=bit32.bxor(Biseseq,191)
      Kokewexer=Kokewexer-222
      Bimevuda=(Bimevuda-187)
      Juhavoniqok=(((Juhavoniqok>>>0)|(Juhavoniqok<<8))&255)
      Fobaqubidoquyuju=(Fobaqubidoquyuju-143)
      Yatihayekilu=bit32.bxor(Yatihayekilu,186)
      Cuvimehecafeb=Cuvimehecafeb-161
      Mizini=(Mizini-11)
      Vakaxere=(((Vakaxere>>>3)|(Vakaxere<<5))&255)
      Ligoreratohusa=bit32.bxor(Ligoreratohusa,210)
      Cizofejalalep=Cizofejalalep-14
      Mexiribopogu=(Mexiribopogu-82)
      Duvaropatic=(((Duvaropatic>>>1)|(Duvaropatic<<7))&255)
      Humenoran=bit32.bxor(Humenoran,214)
      Kecazuqotoqige=Kecazuqotoqige-68
      Lixegupamelo=(((Lixegupamelo>>>5)|(Lixegupamelo<<3))&255)
      Cowupe=(Cowupe-201)
      Cosoqavuzum=(((Cosoqavuzum>>>1)|(Cosoqavuzum<<7))&255)
      Quzucefox=bit32.bxor(Quzucefox,219)
      Hodijezojenirop=Hodijezojenirop-112
      Babilizi=(Babilizi-46)
      Qogexuhuvay=(((Qogexuhuvay>>>6)|(Qogexuhuvay<<2))&255)
      Bulafixusuqoreq=bit32.bxor(Bulafixusuqoreq,133)
      Cilahafakeqaci=Cilahafakeqaci-235
      Rofiho=(Rofiho-233)
      Balupimocusiruy=(((Balupimocusiruy>>>2)|(Balupimocusiruy<<6))&255)
      Vulowubimaha=bit32.bxor(Vulowubimaha,137)
      Xojapaqe=bit32.bxor(Xojapaqe,13)
      Hibefegorowa=Hibefegorowa-94
      Yayorarezo=(Yayorarezo-252)
      Qagiduhapu=(((Qagiduhapu>>>4)|(Qagiduhapu<<4))&255)
      Ciyofequ=bit32.bxor(Ciyofequ,38)
      Rehofuy=Rehofuy-34
      Werozazuhusi=(Werozazuhusi-107)
      Kihamemuririce=(((Kihamemuririce>>>1)|(Kihamemuririce<<7))&255)
      Lavudi=bit32.bxor(Lavudi,9)
      Jesagefo=Jesagefo-217
      Wasocoqinuk=(((Wasocoqinuk<<1)|(Wasocoqinuk>>>7))&255)
      Nunirororigo=(Nunirororigo-100)
      Fokiwedahi=(((Fokiwedahi>>>4)|(Fokiwedahi<<4))&255)
      Xijoxac=bit32.bxor(Xijoxac,47)
      Facewu=Facewu-226
      Ridela=(Ridela-17)
      Pakuwiwavapibaq=(((Pakuwiwavapibaq>>>3)|(Pakuwiwavapibaq<<5))&255)
      Dizaruhe=bit32.bxor(Dizaruhe,213)
      Vehegeq=Vehegeq-189
      Nexuqe=(Nexuqe-162)
      Sigoxehuh=(((Sigoxehuh>>>7)|(Sigoxehuh<<1))&255)
      Wikojenopogi=(((Wikojenopogi<<1)|(Wikojenopogi>>>7))&255)
      Qavepalaqalo=bit32.bxor(Qavepalaqalo,241)
      Boyoxicocivo=Boyoxicocivo-79
      Libutekowiqaci=(Libutekowiqaci-155)
      Qusibaxahena=(((Qusibaxahena>>>6)|(Qusibaxahena<<2))&255)
      Cohiguduwamudede=bit32.bxor(Cohiguduwamudede,86)
      Zayelimiful=Zayelimiful-149
      Qiwiqisiri=(Qiwiqisiri-39)
      Danivovirejotove=(((Danivovirejotove>>>4)|(Danivovirejotove<<4))&255)
      Zupafupa=bit32.bxor(Zupafupa,16)
      Fobuhaxofarox=Fobuhaxofarox-57
      Weguminil=(((Weguminil<<3)|(Weguminil>>>5))&255)
      Konomihufebiceh=(Konomihufebiceh-83)
      Bukesudegufeya=(((Bukesudegufeya>>>2)|(Bukesudegufeya<<6))&255)
      Yixecones=bit32.bxor(Yixecones,47)
      Bebadeyalukoral=Bebadeyalukoral-101
      Jiqikokiyuyepa=(Jiqikokiyuyepa-141)
      Dipaxegafo=(((Dipaxegafo>>>2)|(Dipaxegafo<<6))&255)
      Fowawalaputejesi=bit32.bxor(Fowawalaputejesi,229)
      Sunijumipofeve=Sunijumipofeve-59
      Zirizemuheha=(Zirizemuheha-216)
      Yohepelagimo=(((Yohepelagimo>>>0)|(Yohepelagimo<<8))&255)
      Zahojewo=(Zahojewo+181)
      Wadozukopahecitu=bit32.bxor(Wadozukopahecitu,108)
      Lifekuyoxova=Lifekuyoxova-29
      Bahapopise=(Bahapopise-165)
      Masacidiwiqo=(((Masacidiwiqo>>>3)|(Masacidiwiqo<<5))&255)
      Nagomotidewonuno=bit32.bxor(Nagomotidewonuno,124)
      Vemekogenidam=Vemekogenidam-160
      Wopinojoluxojo=(Wopinojoluxojo-39)
      Tikovowokav=(((Tikovowokav>>>3)|(Tikovowokav<<5))&255)
      Qeyosayacekax=bit32.bxor(Qeyosayacekax,237)
      Cujiqem=Cujiqem-141
      Zofahaj=bit32.bxor(Zofahaj,74)
      Pegage=(Pegage-32)
      Dajozo=(((Dajozo>>>6)|(Dajozo<<2))&255)
      Daxuzihekuj=bit32.bxor(Daxuzihekuj,66)
      Gumubur=Gumubur-100
      Wajigugazotigoqe=(Wajigugazotigoqe-210)
      Deqoqujomu=(((Deqoqujomu>>>0)|(Deqoqujomu<<8))&255)
      Yeresef=bit32.bxor(Yeresef,207)
      Wodaxon=Wodaxon-193
      Xefogojupeyosohi=(Xefogojupeyosohi-78)
      Genuyogapo=(((Genuyogapo>>>0)|(Genuyogapo<<8))&255)
      Geliwilopoqico=(((Geliwilopoqico>>>5)|(Geliwilopoqico<<3))&255)
      Quminepeyere=bit32.bxor(Quminepeyere,121)
      Savabuhebu=Savabuhebu-171
      Demisaji=(Demisaji-134)
      Pododobohoqe=(((Pododobohoqe>>>6)|(Pododobohoqe<<2))&255)
      Vaxekatuheruxot=bit32.bxor(Vaxekatuheruxot,105)
      Wapanov=Wapanov-247
      Feyalev=(Feyalev-51)
      Foqefecinugayex=(((Foqefecinugayex>>>3)|(Foqefecinugayex<<5))&255)
      Vehakacucu=bit32.bxor(Vehakacucu,15)
      Libewotidaf=Libewotidaf-46
      Povoxokicis=(((Povoxokicis>>>3)|(Povoxokicis<<5))&255)
      Fofupenarezif=(Fofupenarezif-9)
      Wajixu=(((Wajixu>>>4)|(Wajixu<<4))&255)
      Huheqe=bit32.bxor(Huheqe,126)
      Fojuyihimaxokofo=Fojuyihimaxokofo-162
      Recizicudisu=(Recizicudisu-161)
      Qofijihijosoz=(((Qofijihijosoz>>>7)|(Qofijihijosoz<<1))&255)
      Qeruluqozejec=bit32.bxor(Qeruluqozejec,195)
      Vububidu=Vububidu-51
      Qubaxolunirogad=(Qubaxolunirogad-102)
      Somutizipaquvax=(((Somutizipaquvax>>>5)|(Somutizipaquvax<<3))&255)
      Qiboxewom=(((Qiboxewom<<4)|(Qiboxewom>>>4))&255)
      Wiruvapet=bit32.bxor(Wiruvapet,164)
      Qurehupuj=Qurehupuj-20
      Qonipequzu=(Qonipequzu-156)
      Lowotawagihojof=(((Lowotawagihojof>>>1)|(Lowotawagihojof<<7))&255)
      Kaqiwab=bit32.bxor(Kaqiwab,60)
      Xuzekej=Xuzekej-214
      Veqizajiso=(Veqizajiso-86)
      Vogipopem=(((Vogipopem>>>5)|(Vogipopem<<3))&255)
      Yuderedeporaqux=bit32.bxor(Yuderedeporaqux,156)
      Nuqiqopediqakoq=Nuqiqopediqakoq-150
      Risuhotojopo=Risuhotojopo+246
      Wowopi=(Wowopi-231)
      Xowobibediyo=(((Xowobibediyo>>>7)|(Xowobibediyo<<1))&255)
      Xudigaselihis=bit32.bxor(Xudigaselihis,236)
      Kocuzajeqasofetu=Kocuzajeqasofetu-141
      Payozukif=(Payozukif-68)
      Haculiwaquwofune=(((Haculiwaquwofune>>>4)|(Haculiwaquwofune<<4))&255)
      Wiferoyakepotibo=bit32.bxor(Wiferoyakepotibo,170)
      Bozimayoxo=Bozimayoxo-103
      Falojiyamifarux=(Falojiyamifarux-217)
      Xaxohoyib=(((Xaxohoyib>>>6)|(Xaxohoyib<<2))&255)
      Tuyafefizaz=(((Tuyafefizaz<<5)|(Tuyafefizaz>>>3))&255)
      Mujawuv=bit32.bxor(Mujawuv,71)
      Dexufipacir=Dexufipacir-32
      Vaxurihawal=(Vaxurihawal-18)
      Zerocasuvihora=(((Zerocasuvihora>>>1)|(Zerocasuvihora<<7))&255)
      Poroyozovazut=bit32.bxor(Poroyozovazut,51)
      Miletonid=Miletonid-53
      Xunotopuze=(Xunotopuze-69)
      Kulavuteyu=(((Kulavuteyu>>>4)|(Kulavuteyu<<4))&255)
      Rasipugusupojax=bit32.bxor(Rasipugusupojax,149)
      Jubexomid=Jubexomid-115
      Fevepi=Fevepi+62
      Galaxab=(Galaxab-137)
      Bikonogenipiberi=(((Bikonogenipiberi>>>6)|(Bikonogenipiberi<<2))&255)
      Tuwilozajey=bit32.bxor(Tuwilozajey,133)
      Fokaqatasabobut=Fokaqatasabobut-49
      Fakosojitiviw=(Fakosojitiviw-233)
      Yoradenevabilo=(((Yoradenevabilo>>>0)|(Yoradenevabilo<<8))&255)
      Kegariwucovo=bit32.bxor(Kegariwucovo,227)
      Jipiguqugekuceq=Jipiguqugekuceq-118
      Pisayenelapuyob=(Pisayenelapuyob-137)
      Gimotaninopipe=(((Gimotaninopipe>>>6)|(Gimotaninopipe<<2))&255)
      Satubuxaxo=(((Satubuxaxo>>>2)|(Satubuxaxo<<6))&255)
      Lokucecijoleyi=bit32.bxor(Lokucecijoleyi,187)
      Tifudijukumofo=Tifudijukumofo-147
      Temuwifojos=(Temuwifojos-250)
      Mikotuc=(((Mikotuc>>>0)|(Mikotuc<<8))&255)
      Zahofuqoyobivo=bit32.bxor(Zahofuqoyobivo,38)
      Yegurecu=Yegurecu-27
      Noxuhilesi=(Noxuhilesi-99)
      Rekutulix=(((Rekutulix>>>4)|(Rekutulix<<4))&255)
      Yojosiwegedu=bit32.bxor(Yojosiwegedu,78)
      Vokomuhuzagafoce=Vokomuhuzagafoce-30
      Jebicuz=(((Jebicuz>>>2)|(Jebicuz<<6))&255)
      Nanigetecicawebi=(Nanigetecicawebi-35)
      Qoqojixebiqudihu=(((Qoqojixebiqudihu>>>1)|(Qoqojixebiqudihu<<7))&255)
      Yosaceyoruxux=bit32.bxor(Yosaceyoruxux,189)
      Bimajax=Bimajax-91
      Timayebefelowudu=(Timayebefelowudu-112)
      Suwawawekoz=(((Suwawawekoz>>>6)|(Suwawawekoz<<2))&255)
      Kekexira=bit32.bxor(Kekexira,238)
      Gamesilemimetaqa=Gamesilemimetaqa-206
      Tenafiboperajezi=(Tenafiboperajezi-169)
      Nayica=(((Nayica>>>6)|(Nayica<<2))&255)
      Demibuconurezov=(Demibuconurezov-187)
      Hivuropafiwahe=bit32.bxor(Hivuropafiwahe,77)
      Nuherajanihopomi=Nuherajanihopomi-201
      Woviyusamugum=(Woviyusamugum-89)
      Xobusurowigepumu=(((Xobusurowigepumu>>>5)|(Xobusurowigepumu<<3))&255)
      Dubevuvezutuh=bit32.bxor(Dubevuvezutuh,210)
      Tukijidi=Tukijidi-194
      Jiremebodolipoxa=(Jiremebodolipoxa-44)
      Rubijatulepatalu=(((Rubijatulepatalu>>>3)|(Rubijatulepatalu<<5))&255)
      Pumozamuyecir=bit32.bxor(Pumozamuyecir,166)
      Becamefuxavip=Becamefuxavip-79
      Muhihop=(((Muhihop<<5)|(Muhihop>>>3))&255)
      Zesiyudi=(Zesiyudi-134)
      Nupagofihu=(((Nupagofihu>>>2)|(Nupagofihu<<6))&255)
      Hisusaz=bit32.bxor(Hisusaz,58)
      Liboxa=Liboxa-90
      Wijaqitatoq=(Wijaqitatoq-186)
      Kovunuqokaqa=(((Kovunuqokaqa>>>1)|(Kovunuqokaqa<<7))&255)
      Fiwatuhelepac=bit32.bxor(Fiwatuhelepac,32)
      Vofefuzotah=Vofefuzotah-220
      Zijulavu=(Zijulavu-205)
      Qudisutururaye=(((Qudisutururaye>>>7)|(Qudisutururaye<<1))&255)
      Nifocidiyoweloku=(((Nifocidiyoweloku<<3)|(Nifocidiyoweloku>>>5))&255)
      Niqilexixa=bit32.bxor(Niqilexixa,161)
      Riciwotok=Riciwotok-242
      Devihebohipiv=(Devihebohipiv-172)
      Vugeyijecinutuv=(((Vugeyijecinutuv>>>4)|(Vugeyijecinutuv<<4))&255)
      Jiloliraguw=bit32.bxor(Jiloliraguw,198)
      Joboxocizineg=Joboxocizineg-76
      Kefoqitahiho=(Kefoqitahiho-38)
      Biyoyat=(((Biyoyat>>>0)|(Biyoyat<<8))&255)
      Pexijutevojegemu=bit32.bxor(Pexijutevojegemu,123)
      Turovuxiguye=Turovuxiguye-242
      Cahozemawey=(((Cahozemawey>>>2)|(Cahozemawey<<6))&255)
      Xudubidobe=(Xudubidobe-44)
      Mobucebaj=(((Mobucebaj>>>7)|(Mobucebaj<<1))&255)
      Kiquhalavadejof=bit32.bxor(Kiquhalavadejof,217)
      Birekopex=Birekopex-231
      Kireribesip=(Kireribesip-145)
      Digogirux=(((Digogirux>>>5)|(Digogirux<<3))&255)
      Potofaragozopip=bit32.bxor(Potofaragozopip,56)
      Jewovav=Jewovav-145
      Jabaxuwawoxaxaz=(Jabaxuwawoxaxaz-238)
      Fumozizahobev=(((Fumozizahobev>>>1)|(Fumozizahobev<<7))&255)
      Kikuyodokonaviha=(((Kikuyodokonaviha<<0)|(Kikuyodokonaviha>>>8))&255)
      Xupozonu=bit32.bxor(Xupozonu,230)
      Cisufoju=Cisufoju-217
      Bafajumevetuzewi=(Bafajumevetuzewi-249)
      Gabotifiyi=(((Gabotifiyi>>>6)|(Gabotifiyi<<2))&255)
      Riseqabanek=bit32.bxor(Riseqabanek,23)
      Boguzawusakesuha=Boguzawusakesuha-161
      Fapunudotetowir=(Fapunudotetowir-229)
      Kazatihodo=(((Kazatihodo>>>5)|(Kazatihodo<<3))&255)
      Duheyajocudate=bit32.bxor(Duheyajocudate,134)
      Neturuvoh=Neturuvoh-63
      Luzawusaw=(((Luzawusaw>>>7)|(Luzawusaw<<1))&255)
      Watujawih=(Watujawih-253)
      Hacopolaxar=(((Hacopolaxar>>>5)|(Hacopolaxar<<3))&255)
      Viqizowuyeb=bit32.bxor(Viqizowuyeb,200)
      Quseridajineho=Quseridajineho-89
      Kopadeho=(Kopadeho-229)
      Lafumugof=(((Lafumugof>>>4)|(Lafumugof<<4))&255)
      Xezadah=bit32.bxor(Xezadah,203)
      Gurefaje=Gurefaje-245
      Dezoxorixolil=(Dezoxorixolil-154)
      Lifomo=(((Lifomo>>>2)|(Lifomo<<6))&255)
      Neyelororiquyoju=bit32.bxor(Neyelororiquyoju,13)
      Wopopafosicomep=bit32.bxor(Wopopafosicomep,135)
      Wizidofako=Wizidofako-113
      Lofetomino=(Lofetomino-167)
      Yekacayehucijov=(((Yekacayehucijov>>>6)|(Yekacayehucijov<<2))&255)
      Cilapuriyayo=bit32.bxor(Cilapuriyayo,127)
      Wodomudo=Wodomudo-109
      Riwacafivihi=(Riwacafivihi-114)
      Yihivesekej=(((Yihivesekej>>>0)|(Yihivesekej<<8))&255)
      Zoqigamegoneq=bit32.bxor(Zoqigamegoneq,86)
      Huxofizixadik=Huxofizixadik-52
      Bazoqafekuhoqo=bit32.bxor(Bazoqafekuhoqo,247)
      Maqoloqu=(Maqoloqu-147)
      Sehatititiyipa=(((Sehatititiyipa>>>6)|(Sehatititiyipa<<2))&255)
      Tarisoyub=bit32.bxor(Tarisoyub,147)
      Supufi=Supufi-192
      Fitenoma=(Fitenoma-88)
      Ramowurodaneluca=(((Ramowurodaneluca>>>3)|(Ramowurodaneluca<<5))&255)
      Xexadepuwajebim=bit32.bxor(Xexadepuwajebim,134)
      Wasewe=Wasewe-27
      Tupanasikaje=(Tupanasikaje-9)
      Docukajaf=(((Docukajaf>>>4)|(Docukajaf<<4))&255)
      Xekayi=(((Xekayi<<0)|(Xekayi>>>8))&255)
      Pusabeyadi=bit32.bxor(Pusabeyadi,187)
      Radamuqohakeg=Radamuqohakeg-131
      Veqeruw=(Veqeruw-56)
      Huzofobofasoxina=(((Huzofobofasoxina>>>4)|(Huzofobofasoxina<<4))&255)
      Gokukifigawigu=bit32.bxor(Gokukifigawigu,233)
      Gopezayej=Gopezayej-153
      Joxawesimet=(Joxawesimet-185)
      Karaha=(((Karaha>>>7)|(Karaha<<1))&255)
      Pixerurofu=bit32.bxor(Pixerurofu,88)
      Qoqunawuhut=Qoqunawuhut-102
      Mirerewaqe=(((Mirerewaqe<<7)|(Mirerewaqe>>>1))&255)
      Fevowemapabiki=(Fevowemapabiki-156)
      Gituzuyijuraxu=(((Gituzuyijuraxu>>>3)|(Gituzuyijuraxu<<5))&255)
      Tigozabogezaqe=bit32.bxor(Tigozabogezaqe,4)
      Lavura=Lavura-47
      Juvamatelajipota=(Juvamatelajipota-246)
      Toregi=(((Toregi>>>3)|(Toregi<<5))&255)
      Hayagef=bit32.bxor(Hayagef,155)
      Qesucusuv=Qesucusuv-180
      Zidinaci=(Zidinaci-12)
      Sabuzih=(((Sabuzih>>>0)|(Sabuzih<<8))&255)
      Pevaladagim=bit32.bxor(Pevaladagim,142)
      Tiwucawa=bit32.bxor(Tiwucawa,219)
      Ricaruqifeluxe=Ricaruqifeluxe-138
      Jicuhulom=(Jicuhulom-50)
      Sagihoworopavu=(((Sagihoworopavu>>>0)|(Sagihoworopavu<<8))&255)
      Rivodeheguji=bit32.bxor(Rivodeheguji,86)
      Duwuvupiradew=Duwuvupiradew-179
      Mumumopena=(Mumumopena-68)
